SAWS_OBS_TM,STN_NM,SAWS_TA_AVG,SAWS_TA_MIN,SAWS_TA_MAX,SAWS_HD_AVG,SAWS_HD_MIN,SAWS_HD_MAX,SAWS_WS_AVG,SAWS_WS_MAX,SAWS_RN_SUM
20130527,금천,22,20.4,24.1,69.4,54.3,86.2,2.4,5.1,8.5
20130527,강서,21.5,19.8,22.9,79.2,66.6,94.1,2.5,5.8,8
20130527,노원,21.6,20,23.9,80.1,60.9,96.3,0.8,3.3,5
20130527,광진,21.9,20.5,23.9,70,57.9,83.1,2,5.3,4.5
20130527,강북,21.7,20.2,24,74.2,57.5,87.6,1.3,3.7,5.5
20130527,송파,21.6,20.5,23.6,74.9,59.2,89.5,0.9,3.5,4.5
20130527,용산,22.3,20.6,24.1,55.9,42,71.8,2.3,5.5,6
20130527,남산,20.8,19.6,22.1,92.5,82.7,99.9,1.8,4.2,6.5
20130527,동대문,21.7,20.5,24.2,74.6,58.3,87.4,2.6,5.3,4.5
20130527,성북,21.5,19.9,23.8,73.4,57.5,86.9,1.1,4.2,5
20130527,도봉,20.8,19.7,22.9,80.9,64.8,93.1,0.6,2.6,5
20130527,마포,21.5,19.7,23.1,74.1,61.9,89.5,1,3.2,7.5
20130527,구로,21.8,19.8,23.6,77.9,64.3,98.7,2.8,5.8,8.5
20130527,영등포,21.9,20.1,23.4,74.1,62.5,88.4,1.8,4,8
20130527,서초,22.3,20.9,23.9,65.3,53.8,79,1.4,4.3,7.5
20130527,강남,21.2,19.9,23.2,75.6,62.2,89.8,0.8,2.8,5.5
20130527,서대문,21.2,19.4,22.7,74.5,63,90.1,3.6,6.7,7
20130527,성동,21.5,20.3,23.3,69.1,54.6,84.7,2,5.3,5
20130527,중랑,21.5,20.2,23.6,72,59,84.1,2.4,4.7,5
20130527,중구,20.9,19.4,22.7,75.4,61.7,89.9,1.3,5.4,6
20130527,종로,22.2,20.9,23.7,72.7,60.2,86.4,1,2.8,6
20130527,은평,21.4,19.5,23.2,65.5,53.2,80.3,1.8,5.7,7.5
20130527,동작,21.7,20,23.6,74.2,60.6,90.9,1.6,3.9,7.5
20130527,관악,21.7,20.3,23.4,80,64.5,97.1,0.5,2.1,8
20130527,강동,21.8,20.7,23.7,74.9,62.3,88.2,2.4,5.5,4
20130527,양천,22,20.2,23.5,62.5,50.9,78,1.8,4.7,8
20130526,금천,23.8,21.4,27.8,51,35.3,58.1,1.9,5.4,0
20130526,강서,23.4,21,26.9,61.3,47.8,73.8,1.4,4.1,0
20130526,노원,24.6,22.2,28.3,54.8,43.3,61.4,0.9,4.5,0
20130526,광진,24.6,22.2,29,50.2,37.6,58.7,1.5,4.9,0
20130526,강북,24.5,22.4,27.9,51.3,42,57.8,1.5,4.5,0
20130526,송파,24.6,22.1,28.9,51.8,37.7,59.5,1.1,3.8,0
20130526,용산,24.4,22.5,28.1,37.7,27.1,46.9,1.5,4.3,0
20130526,성동,24,21.9,28.6,47.7,32,56.9,1.5,4.9,0
20130526,남산,22.9,19.9,26.8,73.1,60.4,84.8,1.6,4.3,0
20130526,동대문,24.6,22.1,28.3,53.4,41.4,60.2,1.4,4.6,0
20130526,성북,24.4,22.1,27.9,51.4,42.3,58.1,1.2,4.3,0
20130526,도봉,23.6,20,28.6,57.8,41.5,70.4,0.9,2.9,0
20130526,마포,23.2,20.3,27,58.9,43.9,68.8,1.1,4.2,0
20130526,구로,23.3,20.9,27.5,59.6,43.8,70.4,1.9,6.4,0
20130526,영등포,23.1,20.9,26.7,60.4,47.5,68.3,2.4,6.9,0
20130526,서초,24.8,22.1,29.2,45.3,30.8,53.6,1.7,5.1,0
20130526,강남,23.8,21.8,27.6,55.1,40.8,62.7,1.1,4.5,0
20130526,서대문,23.1,20.4,26.7,58.8,46.1,69.7,1.3,4.9,0
20130526,중랑,24.3,21.9,28.2,51.7,40.1,58.8,1.8,4.6,0
20130526,중구,23,19.8,27.2,56.8,43.7,66.7,1.5,5,0
20130526,종로,24.2,21.6,27.9,53.6,43,63.1,0.9,4.3,0
20130526,은평,23.6,21,27.7,48.4,35.6,56.6,1.7,5.5,0
20130526,동작,24,21.4,27.8,53.7,41,64.2,1.6,3.9,0
20130526,관악,23.7,22.1,27.2,56.9,44.9,65.7,1.2,3.8,0
20130526,강동,24.4,22.2,28.6,55,39.9,62.6,1.7,5,0
20130526,양천,23.7,21.1,27.7,47,32,54.3,1.5,4.6,0
20130525,성동,25.1,19.2,32.4,50.1,24.3,78.1,1.4,3.3,0
20130525,중랑,25.2,19.7,32,54.6,27.3,74.6,1.4,4.2,0
20130525,마포,23.8,17.4,32.9,61.6,32.7,84,0.9,3.8,0
20130525,구로,24.2,18,31.9,60.7,30.1,85,1.8,5.1,0
20130525,영등포,23.9,18,31,62.1,35.1,84.7,1.3,5,0
20130525,중구,24.1,17.7,32,58.8,34.2,80.7,1.2,4.8,0
20130525,종로,25.3,19.2,32.9,55.7,30.2,75.4,0.9,3.5,0
20130525,은평,24.2,18.2,31.9,51.1,25.1,71.7,1.3,5.1,0
20130525,동작,24.9,18.8,31.3,55.7,30,77.6,1.6,4.7,0
20130525,관악,24.8,19.1,31.8,58.9,35.2,79.6,0.8,3.1,0
20130525,강동,25.3,19.2,32.4,58.7,38.6,81.8,1.3,4.6,0
20130525,강서,23.6,17.6,30.8,64.9,39.1,88.2,1.2,3.6,0
20130525,남산,24.1,17.5,31.3,75.4,49.8,99.8,1.5,4.3,0
20130525,동대문,25.4,19.3,33.2,56.6,30.1,79.9,1.4,6.5,0
20130525,성북,25.3,19.6,32.6,55.2,31,75.3,0.5,4.7,0
20130525,강남,24.8,19.3,31.6,56.9,33.3,77.6,0.9,4,0
20130525,서대문,24.1,17.5,32.2,60.7,31,83.7,0.9,4,0
20130525,금천,24.5,18.1,32.1,52.7,24.9,75.6,1.5,4.7,0
20130525,양천,24.7,18.7,31.6,47.6,26.3,69.4,1.2,4.8,0
20130525,노원,25.7,19.5,33.2,58.1,32.3,85.1,0.8,2.5,0
20130525,광진,25.5,19.7,32.8,52.9,23.6,74.4,1,4.8,0
20130525,강북,25.6,19.7,32.5,55.4,29.4,76.9,1.1,3.8,0
20130525,송파,25.4,18.8,32.6,56,36.3,78.2,0.9,3,0
20130525,용산,25.4,19.7,32.3,39.9,16.2,59.1,1.3,5.2,0
20130525,서초,25.5,19.3,32.9,48,23.7,67.7,1,5.2,0
20130525,도봉,24.5,18,32.8,60.1,31.7,85.6,0.6,2.9,0
20130524,노원,23.2,17.6,29.2,67.6,40.2,94.5,0.9,3.1,0
20130524,광진,22.8,17.8,28.7,59.1,35.4,83.6,1.5,4,0
20130524,강북,22.8,18.1,29.4,62.6,35.5,80.3,1.5,3.8,0
20130524,송파,23,17.2,29.9,61.6,34.1,87,1.2,3.3,0
20130524,용산,22.2,16.6,28,48.3,24.9,70.9,1.7,4.9,0
20130524,성동,22.3,17.3,28.4,57.2,31.2,94.8,1.7,4,0
20130524,남산,21.1,15.2,26.9,81.7,57.3,99.9,1.5,3.9,0
20130524,중랑,22.6,17.6,28.1,61.6,39,85.1,2,5.3,0
20130524,동작,24.7,21,28.3,52.4,34.7,68.4,2.3,5.4,0
20130524,강서,20.4,14.5,27.5,74.2,41.2,94.9,1.5,4.3,0
20130524,중구,21.3,15.5,27.8,65.4,40.9,91.1,1.6,4.8,0
20130524,종로,22.2,16.9,28,64,42.1,84.3,1,3.7,0
20130524,은평,20.8,14.8,26.9,61.5,38.1,82.6,1.7,5.2,0
20130524,관악,21.3,14.9,27.9,70.2,41.9,96.1,1.1,3.5,0
20130524,강동,22.6,17.4,27.9,64.7,39.2,89.5,2,5.5,0
20130524,성북,22.6,17.8,28.9,62.4,42,80.6,1,4.7,0
20130524,구로,20.3,13.2,27.7,73.9,41.7,99.9,2.2,5.2,0
20130524,영등포,20.6,14.1,27.4,70.6,40.3,92.8,2,5.6,0
20130524,서초,22.5,16.7,28.7,56.8,32.8,78.4,1.9,5.1,0
20130524,강남,22,16.8,27.8,63.2,36.1,83.1,1.3,4.4,0
20130524,도봉,22,15.7,29.2,69.2,42,94,0.9,3.2,0
20130524,마포,20.4,13.7,27.2,71,41.5,96.5,1.2,4.2,0
20130524,서대문,20.8,14.4,27.3,71.4,46.8,96.5,1.3,3.7,0
20130524,금천,20.6,13.8,27.6,67,37.4,92,1.9,4.6,0
20130524,양천,21,14,28.4,57.4,25.3,82.1,1.5,4.6,0
20130524,동대문,22.7,17.7,28.6,63.7,40.9,86.8,1.9,6.2,0
20130523,성북,22.8,16.4,31.1,62.3,30.9,84.3,1.2,5.4,0
20130523,금천,21.8,15.4,29.9,62.7,35.2,83,1.5,5.1,0
20130523,마포,21.4,14.3,30.2,69.9,39.5,91.6,0.9,4,0
20130523,구로,21.5,16,29.4,70.7,41.6,91.5,1.9,6.1,0
20130523,영등포,21.6,15.4,29.6,70.2,35.8,91.3,1.7,5.8,0
20130523,서초,22.7,16,30.8,58.2,31.8,79.2,1.6,5.8,0
20130523,강남,22.3,16,30.6,64.7,27.8,88.3,1,3.6,0
20130523,서대문,21.6,14.8,30.4,70.1,35,93.2,1.1,4.7,0
20130523,중구,21.6,14.8,30.8,66.8,30.1,91.8,1.3,5.5,0
20130523,종로,22.9,16.2,31.4,63.7,31.1,85.8,1,4,0
20130523,은평,21.7,15.3,29.5,60.2,29.2,79.8,1.5,5.1,0
20130523,관악,21.9,16.2,29.4,69.1,42.7,88,0.8,3.4,0
20130523,강동,22.8,16.2,31.1,65.8,32.8,89.8,1.4,5.1,0
20130523,강서,21.1,14.8,28.9,73.7,44.1,95,1.5,4.6,0
20130523,양천,22.2,16,30.1,56.2,25.4,79.5,1.3,4.3,0
20130523,노원,23.1,15.7,31.5,68.1,34,96.6,0.8,3.4,0
20130523,광진,23,16.3,31.4,60.4,23.3,85.4,1.3,4.6,0
20130523,강북,23,16.2,31.4,63,32.5,86,1.4,4.9,0
20130523,송파,22.8,15.1,31.1,64.5,32.2,93.1,0.9,3,0
20130523,용산,23.2,17.2,31.7,47.7,14.8,69.5,1.5,5.3,0
20130523,성동,22.4,16,31,60.3,21.9,88.5,1.8,5.9,0
20130523,중랑,22.8,16.2,30.6,61.8,28.4,84.1,1.7,5.3,0
20130523,남산,21.7,14.9,30.5,81.7,50.3,99.9,1.7,5.2,0
20130523,동대문,22.8,15.8,31.4,64.8,30.2,89.3,1.6,5.9,0
20130523,도봉,21.8,14,31.2,69.8,35,96.3,0.7,2.7,0
20130522,남산,19.4,13.9,26,71.5,52.9,98.6,1.4,2.9,0
20130522,강서,19.9,14.2,25.7,60.5,41.1,80.7,1.5,4,0
20130522,성북,20,14.8,26,51.2,37.7,74.4,1,3.4,0
20130522,도봉,18.6,11.7,26.1,60.4,43.5,87.8,0.4,2.2,0
20130522,마포,19.6,13.8,27,56.8,38.7,80.3,1,4.3,0
20130522,구로,20,15.1,25.9,58.1,42.4,80.7,1.9,4.8,0
20130522,영등포,20,15.2,25.9,58,41.8,78.3,1.8,5.4,0
20130522,서초,20.8,14.9,27.5,46.5,33.8,68.4,1.4,4,0
20130522,강남,19.7,14.1,26,57.1,43.4,70.1,0.7,3.1,0
20130522,서대문,19.4,14.4,26.4,56.2,42.1,82.6,1.4,5.8,0
20130522,금천,20.1,15.3,26.3,51.1,34.8,74.8,1.6,4.8,0
20130522,양천,20.5,15.8,27,45.5,30,65.2,1.4,4,0
20130522,강북,20.1,14.3,26.5,51.7,40.6,72.5,1.1,3.6,0
20130522,송파,19.7,12.6,25.8,56.3,41.4,75.4,0.8,2.7,0
20130522,용산,21,16.1,27.2,37.5,20.1,57.2,1.2,3.6,0
20130522,성동,20.1,14.6,26.6,50.5,33,69.4,1.6,3.3,0
20130522,중랑,20.1,14.7,25.8,51.2,38.3,71.4,1.3,3.2,0
20130522,중구,19.3,13.4,26.5,56,41.9,82.9,1,3.3,0
20130522,노원,19.7,13.3,25.8,55.9,43.2,82,0.7,2.4,0
20130522,광진,20.3,14.2,26.4,50.8,35.9,69.9,1.1,3.1,0
20130522,종로,20.4,15.7,27.2,52.5,40.3,75.7,0.9,3.1,0
20130522,은평,19.8,14.9,26.4,46.7,32.6,72,1.7,4.7,0
20130522,동작,19.5,15.9,26.4,49.9,36.1,68.5,1.7,3.9,0
20130522,관악,20.2,15.8,26.2,56.7,45,78.5,0.6,2.6,0
20130522,강동,20,14.2,26.4,57.3,45.3,76.1,1.4,4.1,0
20130522,동대문,19.7,13.8,26.2,54.4,43.7,77.9,1.6,3.7,0
20130521,서초,18.5,10.5,25.8,44.9,9.5,81.7,1.7,5.4,0
20130521,강서,17.8,11,25.1,59.3,17,96.4,1.5,4.1,0
20130521,동대문,18.2,10.7,25.9,52.2,16,91.8,1.6,5.4,0
20130521,성북,18.4,11.1,25.7,48.2,13.9,88.3,1,4.9,0
20130521,도봉,16.8,8.5,25.3,55.3,20,94.3,1,3.8,0
20130521,마포,17.6,10.5,25.5,56.2,16,97.5,0.9,3.8,0
20130521,구로,17.4,10.1,24,59.8,16.4,99.9,1.9,5.4,0
20130521,영등포,17.6,10.6,24.2,58.2,17.5,95.8,1.9,6.3,0
20130521,강남,18.1,11,25.7,52,17.8,90.4,0.9,4.5,0
20130521,서대문,17.2,9.7,24.5,55.6,16.3,97.2,1.2,4,0
20130521,금천,17.7,9.9,24.8,50.8,10.1,92.2,1.6,5,0
20130521,양천,18,10.8,24.7,45.7,5.2,85.1,1.3,5.1,0
20130521,노원,18.2,10.5,25.9,56.5,17.6,98.4,0.9,3.4,0
20130521,광진,18.4,10.6,25.3,49.3,16,88.7,1.4,4.3,0
20130521,강북,18.1,10.9,24.9,47.2,16.2,90.4,1.3,5.5,0
20130521,송파,18.3,9.8,25.8,52.6,19.2,90.8,1.1,4.2,0
20130521,용산,18.7,12.1,25.5,36,0,74.2,1.3,4.9,0
20130521,성동,18.4,11.1,25.1,47.1,14.3,87.3,1.5,4,0
20130521,중랑,18.2,11.3,25.1,48.8,16.1,86.7,1.5,5,0
20130521,중구,17.2,9.7,24.8,53,15.6,94,1.3,4.5,0
20130521,종로,18.2,11.4,25.8,50.5,14.5,86.7,0.7,3.4,0
20130521,은평,17.4,10.7,24.4,45.2,9.7,80.5,1.5,5.1,0
20130521,동작,18.6,11.3,24.8,49.2,13.7,89.4,1.7,4.6,0
20130521,관악,17.7,10.8,24.6,51.9,16.9,90.2,0.7,3.7,0
20130521,강동,18.3,11,25.1,53.4,20.6,93.5,1.3,4.9,0
20130521,남산,17.1,10,24.5,68.3,30.4,99.9,1.6,4.8,0
20130520,남산,14.2,11.4,18,98,88,99.9,1.6,5.4,0
20130520,강서,14.9,12.1,18.7,83.6,62.9,96,2,4.4,0
20130520,성북,15.4,12.8,20,77.9,49.7,90.6,1.1,5.4,0
20130520,도봉,15.3,11.7,20.3,80.9,57.7,90.6,1.3,3.6,0
20130520,마포,14.8,12.2,19.2,82.9,67.3,94.6,1.4,3.8,0
20130520,구로,14.2,11.5,18,90.7,75.1,99.9,2.6,5.5,0
20130520,영등포,14.5,11.7,18.3,85,66.9,96.5,2.6,5.3,0
20130520,서초,15.8,13.2,19.6,73.9,51.7,86.2,2.2,6,0
20130520,강남,15.2,12.6,19.8,79.4,57.7,90.4,1.3,4.3,0
20130520,서대문,14.4,11.8,18.1,85.4,68.8,98.9,1.9,5.2,0
20130520,금천,14.5,11.9,18.2,82.8,70.8,92.1,2.4,4.6,0
20130520,양천,14.9,12.1,18.5,73.4,55.8,85.2,2,4.4,0
20130520,노원,15.8,13.5,19.6,85.2,64.6,96.4,1.5,5.1,0
20130520,광진,17,14.6,19.8,68.3,59.8,72.9,1.7,4.7,0
20130520,강북,15.4,12.7,19.1,78.9,49.6,91.9,1.8,6,0
20130520,송파,15.9,13.6,19.8,77.1,56.2,89,1.8,4.5,0
20130520,용산,15.6,12.4,19.5,66.1,45.4,81.1,2.1,5.1,0
20130520,성동,15.4,12.7,19.1,76.9,59.4,89.1,2.3,4.9,0
20130520,중랑,15.5,13,19.2,77.7,58.8,88.4,2.6,5.6,0
20130520,중구,14.3,11.4,19.1,83.6,63.2,97.1,1.8,4.8,0
20130520,종로,15.5,12.7,19.6,78.9,61.3,92,1.1,4.1,0
20130520,은평,14.8,12.5,18.9,74.6,54,85.5,2,5.1,0
20130520,동작,15,11.8,18.7,81.6,64.7,95.7,2.5,5,0
20130520,관악,14.5,11.9,18.1,87.5,68.5,99,1.4,4.6,0
20130520,강동,15.7,13.4,19.6,79.7,55.8,92.6,2.2,5.2,0
20130520,동대문,15.7,13.1,20.3,79.1,58.7,90.5,2,5.6,0
20130519,영등포,16.9,14.2,22.3,85.4,63.7,95.7,1.7,5.7,20.5
20130519,남산,16.3,13.4,21.7,95.6,83.9,99.9,1.9,4.4,21.5
20130519,구로,16.5,13.9,22.4,90,62.1,99.9,2.8,6.1,20
20130519,마포,16.9,14,22.4,84.9,63.9,95.6,0.8,3.4,17
20130519,도봉,16.9,13.5,22,87,64.7,99.9,0.7,3.1,19.5
20130519,성북,16.9,13.7,21.8,84.5,63,98.8,1.4,4.1,21
20130519,동대문,17.2,13.9,22.9,84.5,59.9,99.3,2.4,4.9,20
20130519,강서,16.9,14,21.7,86.7,66.8,98.6,2.5,5.6,19
20130519,강동,17.3,14.4,22.2,85.4,62.3,99.7,2.5,5.1,22.5
20130519,노원,17.3,14.1,22.1,89.6,67.2,99.9,1,4.1,19
20130519,양천,17.1,14.5,21.9,74.3,53.2,84.9,1.6,4,19
20130519,관악,16.6,14.1,21.9,89.8,64.8,99,1,3.8,20.5
20130519,동작,16.9,14.1,21.5,84.5,62,97.3,2.2,4.9,19
20130519,은평,17,13.9,21.6,76.2,57.2,88,1.8,5,15
20130519,종로,17.3,14.5,22.1,83.5,63.2,95.7,1,3.3,17.5
20130519,중구,16.3,13.1,22.5,86.6,60.6,99.8,1.7,4.9,21
20130519,중랑,17.1,13.9,21.5,82,61.3,95.1,2.3,4.5,20.5
20130519,성동,17.2,14.1,22.7,81.2,54.2,94.6,2.4,4.6,21.5
20130519,용산,17.3,14.4,21.8,70.2,47,82.6,2.5,6.1,17.5
20130519,송파,17.4,14.3,22.5,83.5,57.6,98.1,1.5,3.5,22
20130519,강북,17.1,14.1,22.7,85,61.3,98.9,1.5,3.4,19.5
20130519,금천,16.8,14.3,22.2,82.1,56.6,92.1,2.7,6.1,21.5
20130519,서대문,16.5,13.7,21.5,86.8,67.8,96.3,2.7,7.4,17
20130519,강남,16.6,13.6,22.5,84.8,59.4,98.3,1.1,3.3,25
20130519,서초,17.7,15,22.7,77.6,55.1,89.3,1.9,5.2,25.5
20130518,구로,17.7,14.5,22.9,71.2,40.5,95.1,2.1,6.4,9
20130518,강동,18.9,15.1,23.6,64.8,43.4,94.7,1.6,4.8,8
20130518,강서,17.7,14.1,22.6,71.4,46.4,95.1,1.5,4.3,12
20130518,관악,18.2,14.7,23.1,69.3,44.3,98.6,1,3.7,9
20130518,동작,18.4,14.6,22.8,65.9,41.9,90.7,1.5,4.1,9.5
20130518,은평,17.8,13.9,22,59.3,35.4,83.9,1.7,6.4,11
20130518,종로,18.7,14.3,23,63.6,44.6,91.7,0.8,3.7,10.5
20130518,중구,17.7,13.6,22.6,67.1,43.8,94.8,1.4,4.4,10
20130518,중랑,18.8,14.3,23.6,60.3,38.5,89.7,1.7,4.8,9
20130518,서초,19.3,15.4,24.3,56.1,33.9,83,1.8,4.9,9
20130518,성동,18.7,14.5,23.8,58,34.1,90.8,1.7,5.5,9
20130518,용산,18.9,14.9,23.4,51.5,28.3,78.5,1.4,4.3,9.5
20130518,송파,19.1,14.9,24.8,66.4,37.3,93.5,1.3,3.1,8
20130518,영등포,17.6,14.4,22.1,70.3,45.8,91.3,2.1,7.3,11.5
20130518,강북,18.9,14.3,23.7,60.6,41.6,90.1,1.5,4.8,10.5
20130518,광진,20.3,15.5,62.7,60.1,39.1,99.9,1.3,4.5,8.5
20130518,노원,18.8,14.4,24,65.4,43.3,99.9,1.1,4.5,11
20130518,남산,17.5,13.9,22.4,85,61.8,99.9,1.3,4.2,10.5
20130518,양천,18.1,14.6,23.1,57,30.3,79.2,1.6,5.2,11
20130518,금천,18.2,15.2,23.1,62.3,37.1,87.2,2.1,5.4,8
20130518,마포,17.6,13.8,22.5,69.1,42.3,91.1,0.9,5.2,11.5
20130518,서대문,17.5,14,22.7,70.5,46.3,93.3,1.5,7.3,11.5
20130518,강남,18.5,14.2,23.1,62.9,42.7,91.3,1.1,3.5,8.5
20130518,도봉,18,13.5,23.8,66.7,41.6,97.3,0.9,4.3,11
20130518,동대문,19,14.6,23.5,61.5,40.4,93,1.9,5.4,9.5
20130518,성북,18.8,14.1,23.5,60.8,41.3,93.7,0.9,4.1,10.5
20130517,도봉,20.1,13.3,26.7,44.6,27.9,62.8,1,3.9,0
20130517,마포,20.5,16.5,27.3,42.2,27.5,69.3,1.8,5.4,0
20130517,구로,20.8,16.6,26.4,42,28.1,66.3,2.8,6.2,0
20130517,영등포,20.6,16.6,26.8,43.1,28,64.4,2.4,5.8,0
20130517,서초,21.6,16,27.2,34,19.3,51.8,2.2,5,0
20130517,강남,20.6,15.5,27.2,42.6,29.6,57.6,1,4.5,0
20130517,서대문,20.1,16,26.5,43.6,30,66.2,2.6,8.4,0
20130517,금천,21.1,16.3,26.9,33.9,19.6,60.4,2.2,5.3,0
20130517,양천,21,16.9,26.7,31.5,18.1,52.1,2.1,4.8,0
20130517,노원,20.9,15.7,27.2,42.2,27.8,55.3,1.1,3.5,0
20130517,광진,20.9,15.9,26.7,39.5,26,53.9,1.8,4,0
20130517,강북,21.1,16.8,26.9,39.5,28.6,51.8,1.7,4.9,0
20130517,송파,21,15.6,26.8,39.2,25,55.3,1.1,4.8,0
20130517,용산,21.3,16.6,27.6,28.6,14.2,47.5,2.2,4.7,0
20130517,성동,20.8,15.8,27.1,35.1,21.5,54.4,1.9,3.9,0
20130517,중랑,20.6,15.5,26.5,40.5,27.1,55.6,1.9,4.9,0
20130517,중구,20,15.4,26.5,42.5,29.9,60.5,1.7,4.1,0
20130517,종로,21.2,16.8,27.3,40.6,28.6,57.5,1.3,3.6,0
20130517,은평,20.4,16.3,26.6,33,20.7,54.7,2.5,5.4,0
20130517,동작,20.8,16,26.9,40.2,25.1,61,2.3,5.3,0
20130517,관악,20.6,15.8,26.6,43,29.6,58.5,1.4,3.6,0
20130517,강동,21,15.7,26.9,41.9,28.3,56.8,1.8,5.6,0
20130517,강서,20.7,17.1,26,46,33.1,67.8,2.5,5,0
20130517,남산,19.7,15,26.2,60.1,44.2,79.3,1.8,4.6,0
20130517,동대문,21,16.5,27.7,41.2,28,54,1.9,5.9,0
20130517,성북,21,16.5,26.4,39.3,27.8,51.6,1.4,4.6,0
20130516,성동,22.3,15.4,29.7,34.4,20.1,55.4,3.1,6.4,0
20130516,중랑,21.4,14.9,28,42,26.7,62.2,2.6,5.8,0
20130516,송파,22.2,15.7,28,41,26.7,60.5,1.7,4,0
20130516,마포,22.5,16.4,29.4,39.5,25.8,58.1,1.8,5,0
20130516,광진,21.9,15.3,29.1,40.5,25.3,60.1,3.3,6.6,0
20130516,도봉,21.7,14.8,28.7,44.3,26.8,68.9,1.3,4.5,0
20130516,성북,22,15.7,28,40.4,26.7,59.6,2.3,5.7,0
20130516,노원,22.3,15.8,28.7,42.3,28.5,62.1,1.5,4.7,0
20130516,동대문,21.9,15.5,28.2,42.1,27,61.5,3.1,6.6,0
20130516,남산,21.6,15.1,28.1,57,39.3,79.1,3.5,6.7,0
20130516,양천,22.7,16.4,28.5,30,16.4,49.1,2.9,6.2,0
20130516,강서,22.5,16.7,28.7,44,29,62.2,5.1,9,0
20130516,강동,22,15.4,29,43.7,28.6,63.9,3.1,6.3,0
20130516,금천,22.4,16.2,28.7,35.4,20.4,57.2,3.1,5.9,0
20130516,관악,22.1,15.6,28.8,44.4,29.5,63.9,1.3,3.7,0
20130516,동작,22.2,16,28.7,40,25.7,60.5,3.3,6,0
20130516,은평,22.3,16.4,28.4,31,17.1,48.9,3.2,6.9,0
20130516,종로,22.8,16.3,29.1,39.9,25.5,58.4,1.8,3.9,0
20130516,중구,21.4,14.8,28.1,41.9,27.4,61.7,2.2,5.5,0
20130516,서대문,21.7,15.8,27.5,42,27.9,60.4,5.2,10.2,0
20130516,강남,21.5,14.8,28.5,44.2,28.8,63.6,1.3,4,0
20130516,서초,22.9,16.4,29.5,35.3,19.9,54.9,2.4,5.2,0
20130516,영등포,22.5,16.5,28.7,41.2,27.4,59,2.9,6.1,0
20130516,구로,22.1,16.1,28.6,42.5,28.4,62.2,3.9,7,0
20130516,강북,22.4,16.1,28.7,40.5,27.5,59.6,2.4,5.6,0
20130516,용산,22.7,16.2,29.4,31.3,16.8,51.1,3.4,6.9,0
20130515,강북,20.6,16.8,25.5,61.4,35.9,85.8,1.9,5.3,0
20130515,양천,20,15.9,25,53.7,30.2,77.6,1.7,5.9,0
20130515,마포,19.5,15.2,25.7,66.7,41,89.3,1.6,4.2,0
20130515,관악,19.6,15.5,24.5,67.8,43.3,95.6,1.5,4.2,0
20130515,동작,20.3,15.9,25.5,61.9,38.5,88.5,2.4,5.6,0
20130515,은평,19.4,15.3,24.5,57,34.3,79.4,2.4,5.6,0
20130515,종로,20.3,16.4,25.7,63.3,41.4,85,1.3,4.2,0
20130515,중구,19.3,15.6,25,65,39,88.7,2.2,5.7,0
20130515,중랑,20.2,16.7,25.7,61.1,36.8,84,2.1,5.5,0
20130515,성동,20.3,16.7,25.6,57.1,31.3,84,2.4,5,0
20130515,용산,20.2,16.3,25.4,56,32.8,79.6,2.3,5.9,0
20130515,송파,20.9,17.6,26,59.8,36.1,83.3,1.5,4.5,0
20130515,도봉,20.4,16.6,25.9,62.6,36.6,85.6,1.2,3.3,0
20130515,성북,20.6,16.7,25.9,61.1,35.9,84.7,1.5,5,0
20130515,동대문,20.6,16.9,25.3,62,39,85.9,2.4,6.1,0
20130515,금천,19.9,15.9,24.5,60.4,32.6,87.2,2.4,5.1,0
20130515,서대문,19.3,15.2,24.6,68.2,44.7,91.9,2.1,6.6,0
20130515,강남,19.9,16.2,25.9,63.4,38.4,88.6,1.7,6,0
20130515,서초,20.9,17.4,26.2,57,32.3,81.3,2.3,5.6,0
20130515,영등포,19.5,15.4,24.3,67.6,43.4,90.1,2.6,5.9,0
20130515,남산,19.2,15.6,24.7,81.7,57.7,99.9,1.8,4.7,0
20130515,강서,19.6,15.7,24.1,68.4,47.5,91,2.2,6.6,0
20130515,강동,20.5,17,25.5,63.4,39,88.1,2.6,5.9,0
20130515,구로,19.5,15.3,24.2,67.8,43.7,95.2,2.7,5.9,0
20130515,노원,21,17.2,26.3,63.2,36.5,92.2,1.4,3.7,0
20130515,광진,20.6,17.1,25.7,59.7,37.4,82.9,2.2,6,0
20130514,성북,21.2,17.6,26,50.5,34,75.1,0.9,4.5,0
20130514,도봉,20,14.8,25.9,58.6,35.3,80.4,0.9,3.7,0
20130514,마포,20.3,16.1,26.2,56.6,33.2,77.2,1.1,4.4,0
20130514,구로,20.7,17.3,26.2,55.1,34.6,79.1,2.4,6.4,0
20130514,강남,21.1,17.8,25.9,50.6,29.2,72.9,1,3.5,0
20130514,강북,21.1,17.4,26.3,50,35.3,77.1,1.5,5.7,0
20130514,송파,21.3,16.1,26.4,49.3,27,71,1.2,4.9,0
20130514,용산,21.5,18.6,26.6,42.1,25.7,66,1.6,5.6,0
20130514,성동,21.1,16.8,26.2,47,27.2,72.2,1.8,5.6,0
20130514,중랑,21.2,17.8,25.5,48.8,32.3,71.1,2,5.7,0
20130514,중구,20.4,16.6,25.5,49.8,34.5,75.7,1.8,5.1,0
20130514,종로,21.2,17.8,26.4,49.2,35.4,73.4,0.9,3.5,0
